sessions_last30,minutes_watched,completion_rate,last_active_days,quizzes_attempted,avg_score,streak_days,support_tickets,forum_posts,assignments_submitted,late_submissions,payment_delay_days,subscription_type,device,country,dropped_out
32,257.6,0.255,51,13,0.385,10,1,2,1,0,12,basic,desktop,MX,0
22,394.96,0.0,35,11,0.232,20,0,1,9,2,4,pro,desktop,AR,1
18,353.57,0.747,41,2,0.68,27,0,2,10,2,3,pro,mobile,MX,0
49,793.58,0.581,42,5,1.0,4,1,1,9,2,35,basic,desktop,AR,0
27,185.95,0.828,36,18,0.97,17,0,2,9,2,5,pro,desktop,MX,0
48,770.2,0.424,15,11,0.553,27,0,1,5,1,12,pro,desktop,CO,0
57,914.06,0.67,48,15,0.722,16,0,1,8,0,34,basic,mobile,PE,0
19,325.12,0.769,33,3,0.48,26,0,2,4,1,26,free,mobile,AR,0
12,175.43,0.511,32,4,0.503,12,1,2,10,2,1,basic,desktop,AR,0
57,874.49,0.515,19,18,0.52,26,2,0,2,1,7,free,mobile,AR,0
38,674.95,0.605,0,8,0.666,18,1,2,1,0,21,pro,mobile,AR,0
17,351.13,0.709,33,17,0.673,14,0,0,11,1,15,basic,desktop,AR,1
37,598.42,0.597,20,16,0.738,6,1,1,4,1,44,free,desktop,AR,0
30,466.26,0.795,39,6,0.799,5,1,0,3,0,5,pro,mobile,PE,0
54,1001.92,0.508,21,18,0.649,8,0,2,8,0,1,free,mobile,PE,0
15,97.12,0.334,58,15,0.705,22,1,2,4,1,24,pro,mobile,CO,0
59,1230.87,0.995,40,2,0.536,14,0,1,8,2,43,pro,mobile,AR,0
56,1007.81,0.479,27,1,0.498,11,0,2,5,1,0,basic,mobile,CO,0
10,182.38,0.486,42,2,0.475,14,0,1,9,2,37,basic,mobile,MX,1
9,213.88,0.587,38,14,0.797,10,0,1,0,0,44,free,mobile,MX,1
31,194.78,0.613,37,2,0.649,24,1,1,8,1,18,basic,mobile,AR,1
2,12.31,0.523,34,5,0.419,11,1,0,3,0,18,pro,tablet,PE,0
17,333.93,0.597,55,8,0.691,14,0,1,5,1,44,free,mobile,AR,1
26,466.89,0.592,19,2,0.513,16,0,2,11,1,28,free,mobile,AR,1
58,1103.22,0.635,25,6,0.949,19,0,1,5,1,24,basic,mobile,AR,0
59,898.41,0.129,15,13,0.613,10,1,5,0,0,12,basic,mobile,AR,0
9,197.88,0.976,34,19,0.802,2,0,0,5,0,41,basic,mobile,UY,1
53,1250.58,0.571,59,9,0.863,20,1,0,2,1,11,free,desktop,MX,1
5,104.52,0.716,36,14,0.557,16,0,2,5,0,17,free,desktop,PE,1
44,723.14,0.324,12,10,0.711,19,1,2,2,0,38,pro,mobile,UY,0
50,267.69,0.506,55,9,0.783,16,0,2,7,3,22,free,mobile,MX,1
53,1198.62,0.466,47,10,0.717,15,0,1,2,1,34,free,mobile,CO,1
13,329.29,0.894,26,19,0.754,28,1,2,5,0,44,free,mobile,PE,0
53,1158.97,0.483,8,1,0.501,1,1,0,11,1,28,pro,mobile,AR,0
6,76.33,0.752,24,10,0.783,2,0,0,7,1,7,free,mobile,AR,0
31,683.33,0.47,48,1,0.627,28,0,3,8,2,33,free,mobile,CL,0
28,648.57,0.509,34,17,0.752,26,0,3,9,0,26,basic,mobile,MX,0
18,492.35,0.551,11,12,0.838,12,2,1,11,0,7,free,desktop,CO,0
1,12.74,0.857,9,0,0.8,16,1,3,10,2,4,pro,mobile,AR,1
46,765.5,0.222,58,12,0.752,13,0,0,10,0,42,pro,desktop,PE,0
20,449.67,0.337,26,8,0.796,29,0,0,4,0,4,basic,mobile,MX,0
39,715.43,0.211,41,0,0.803,13,1,2,7,1,20,basic,desktop,AR,1
24,271.1,0.382,21,19,0.924,22,0,1,9,1,44,free,desktop,MX,0
22,450.73,0.438,5,7,0.695,10,1,3,6,0,39,basic,desktop,PE,1
53,1138.01,0.277,24,0,0.725,11,0,2,1,0,37,free,desktop,AR,0
5,92.64,0.453,41,12,0.84,20,0,1,6,1,33,basic,mobile,AR,1
44,849.97,0.197,20,7,0.626,11,0,2,2,0,21,free,mobile,MX,1
44,723.7,0.396,36,13,0.5,0,0,2,8,3,12,basic,desktop,CL,0
22,591.13,0.84,26,3,0.774,5,0,1,10,2,40,free,mobile,AR,0
15,188.94,0.681,20,16,0.669,26,1,1,8,0,25,basic,desktop,PE,0
0,0.0,0.637,15,8,0.519,11,0,3,6,2,17,free,desktop,AR,0
56,1011.69,0.399,15,8,0.775,3,1,2,7,1,43,free,mobile,AR,0
56,1303.33,0.293,15,16,0.915,28,1,1,6,1,16,basic,desktop,PE,0
14,126.22,0.372,43,10,0.456,29,1,0,5,1,1,basic,mobile,MX,1
1,10.14,0.591,20,0,0.853,14,0,2,2,0,27,pro,mobile,CL,1
7,40.42,0.774,44,11,0.319,18,0,1,8,1,19,free,desktop,AR,1
4,72.78,0.78,18,12,0.64,22,2,1,4,0,28,free,desktop,AR,1
49,553.22,0.726,19,6,0.976,1,0,0,1,0,27,basic,mobile,AR,0
53,831.71,0.452,55,3,0.651,8,0,2,9,1,28,free,mobile,PE,1
9,197.71,0.605,52,1,0.713,16,0,0,6,2,15,pro,desktop,AR,0
44,622.63,0.536,24,16,0.814,16,1,2,6,0,11,free,desktop,AR,0
10,193.88,0.56,16,0,0.443,9,0,3,6,1,14,pro,desktop,CO,1
22,356.49,1.0,42,11,0.711,0,1,2,0,0,43,basic,mobile,PE,0
35,771.14,0.248,4,16,0.71,28,0,4,6,1,33,free,mobile,CO,0
43,896.58,0.553,27,7,0.979,18,0,2,6,1,17,basic,mobile,AR,0
52,720.12,0.842,35,4,0.515,22,0,1,6,0,41,basic,mobile,AR,1
2,33.98,0.307,40,14,0.643,13,1,2,0,0,34,basic,desktop,UY,1
11,266.89,0.471,6,12,0.561,15,0,1,9,0,24,basic,mobile,CO,1
16,325.76,0.494,0,0,0.545,13,0,0,7,1,36,basic,mobile,PE,0
18,173.13,0.555,16,11,0.869,12,0,1,9,0,42,basic,desktop,CL,0
59,1294.09,0.281,7,0,0.704,20,0,3,6,1,25,basic,mobile,CO,1
46,528.65,0.719,30,7,0.617,29,0,4,3,0,4,basic,desktop,UY,0
19,503.03,0.733,55,6,0.622,23,0,1,9,3,19,pro,mobile,AR,0
58,1400.39,0.702,17,16,0.616,20,0,3,4,1,10,basic,mobile,AR,0
29,572.44,0.426,27,19,0.629,0,1,1,5,1,31,basic,desktop,AR,1
30,568.3,0.617,12,13,0.51,15,0,2,0,0,3,free,desktop,CO,1
26,435.39,0.42,2,14,0.661,28,0,2,1,0,21,free,desktop,AR,0
8,176.57,0.533,42,0,0.646,11,0,2,1,0,19,free,mobile,AR,1
56,883.42,1.0,15,1,0.586,16,0,1,5,1,17,basic,mobile,MX,0
0,0.0,0.619,32,15,0.723,9,0,2,3,0,28,pro,desktop,CO,1
10,232.32,0.362,40,8,0.736,5,0,0,3,0,24,free,mobile,CL,1
13,190.18,0.636,50,10,0.617,21,0,5,9,1,9,basic,mobile,UY,1
16,228.85,0.33,11,13,0.678,9,0,1,8,1,36,free,mobile,AR,1
7,75.84,0.36,34,6,1.0,17,1,2,9,4,20,free,mobile,MX,1
1,11.61,0.392,54,13,1.0,17,0,4,9,1,7,free,mobile,MX,1
40,281.19,0.511,29,14,0.542,25,0,2,2,0,30,basic,desktop,MX,0
58,1297.98,0.787,2,4,0.563,28,0,4,7,1,17,free,mobile,MX,0
7,201.97,0.716,15,13,0.541,16,0,2,10,2,28,free,mobile,MX,0
17,451.38,0.705,47,3,0.859,1,1,1,3,1,33,basic,desktop,CO,1
30,247.3,0.38,47,6,0.64,17,0,3,4,1,28,basic,tablet,CO,0
55,1229.2,0.492,18,15,0.736,26,1,4,6,1,42,basic,desktop,UY,0
41,1087.84,0.654,11,19,1.0,14,0,1,9,0,27,free,desktop,PE,0
45,686.66,0.474,17,1,0.698,16,0,0,1,0,17,basic,tablet,CL,0
34,632.7,0.544,14,12,0.806,22,0,2,5,1,44,free,mobile,CO,0
25,148.82,0.688,44,11,0.778,13,1,0,2,0,23,free,desktop,CL,1
11,215.6,0.53,50,12,0.612,12,1,1,8,0,32,basic,mobile,MX,1
51,592.55,0.645,2,15,0.859,14,0,1,2,0,14,basic,mobile,AR,0
48,921.49,0.919,44,1,0.573,25,0,2,4,0,40,pro,mobile,AR,0
1,8.63,0.566,45,14,0.901,14,0,0,4,0,42,pro,mobile,PE,0
42,892.8,0.836,36,5,0.612,9,0,0,0,0,42,free,desktop,MX,0
5,120.74,0.712,52,3,0.628,17,0,2,8,1,17,free,desktop,AR,1
44,585.24,0.307,2,8,0.537,20,0,2,3,1,38,pro,mobile,MX,1
49,547.74,0.38,41,0,0.561,27,0,2,5,1,30,free,desktop,AR,0
7,35.45,0.433,7,12,0.636,26,1,1,8,1,4,basic,desktop,CO,1
26,426.44,0.429,53,11,0.335,23,0,1,9,3,41,basic,mobile,AR,1
7,101.57,0.582,29,10,0.665,23,1,2,11,3,23,basic,desktop,MX,1
34,295.59,0.723,5,0,0.624,13,2,0,1,0,23,free,mobile,CO,0
55,1139.5,0.851,44,15,0.819,10,0,0,7,0,17,free,mobile,MX,0
4,61.2,0.662,44,0,0.763,16,0,1,3,0,38,free,mobile,AR,1
23,265.55,0.511,27,5,0.594,21,0,1,9,2,4,free,desktop,CO,1
58,851.01,0.184,18,7,0.631,15,0,0,4,0,17,free,mobile,CO,0
18,439.7,0.614,1,14,0.665,6,0,1,0,0,25,basic,mobile,AR,1
7,151.32,0.605,54,8,0.923,0,1,2,10,1,8,basic,mobile,AR,1
29,499.38,0.637,11,16,0.577,1,0,1,9,1,9,free,desktop,MX,1
30,651.44,1.0,50,18,0.592,12,0,3,3,0,27,free,desktop,AR,1
39,430.35,0.848,35,15,0.531,23,1,2,10,0,26,pro,mobile,AR,0
18,327.5,0.757,41,0,0.478,23,1,0,4,0,36,free,desktop,CL,1
57,1076.38,0.408,41,15,0.746,24,0,0,4,0,36,free,desktop,CL,1
31,470.61,0.497,51,4,0.73,21,0,1,3,0,0,basic,mobile,PE,1
17,350.42,0.581,2,17,0.892,0,0,2,5,1,17,free,mobile,UY,0
57,759.09,0.445,59,19,0.856,26,0,5,11,0,38,free,mobile,CO,0
55,1158.24,0.7,2,1,1.0,28,0,0,0,0,42,free,desktop,AR,0
29,618.02,0.671,59,1,0.689,25,0,1,7,1,4,pro,mobile,AR,0
1,3.0,0.382,15,13,0.661,13,1,0,2,1,34,basic,mobile,AR,1
35,879.96,0.839,50,2,0.505,6,1,0,1,0,10,basic,desktop,MX,1
33,99.0,0.62,5,19,0.804,27,0,1,0,0,36,pro,desktop,MX,1
8,114.43,0.254,27,10,0.718,5,0,2,3,0,20,basic,mobile,UY,1
38,917.78,0.59,32,11,0.798,23,0,3,8,2,5,free,desktop,CL,0
50,804.81,0.656,57,17,0.529,28,1,2,8,1,9,basic,tablet,AR,1
6,55.22,0.795,7,4,0.753,27,0,3,9,2,42,basic,mobile,MX,0
43,491.82,0.533,2,11,0.731,15,0,3,1,0,34,basic,desktop,AR,0
8,193.29,0.766,38,19,0.721,25,0,1,1,0,1,pro,mobile,AR,0
44,284.72,0.637,2,0,0.598,24,0,1,11,2,42,free,desktop,AR,0
25,619.35,0.337,46,3,0.878,29,0,2,11,2,37,free,mobile,AR,0
0,0.0,0.317,2,2,1.0,10,1,1,8,2,24,basic,desktop,AR,1
57,618.2,0.825,58,6,0.533,18,0,3,10,1,1,free,mobile,CL,0
9,130.51,0.839,31,2,0.808,24,1,4,9,1,19,pro,mobile,CO,0
35,416.38,0.665,56,3,0.268,6,1,0,6,1,7,basic,desktop,PE,1
10,231.97,0.899,7,17,0.8,6,0,2,5,0,16,free,mobile,AR,0
55,1231.7,0.811,16,9,0.419,11,0,0,11,1,14,basic,desktop,CL,0
44,338.14,0.737,27,7,0.621,10,0,0,8,1,32,pro,mobile,PE,0
48,747.77,0.418,1,8,0.503,22,2,0,10,1,33,basic,mobile,UY,0
25,320.52,0.946,6,19,0.668,28,0,0,2,0,7,basic,desktop,PE,0
28,721.31,0.707,19,9,0.826,4,0,2,2,0,40,basic,mobile,CL,0
38,376.18,0.523,44,9,0.421,9,0,0,7,1,30,free,desktop,PE,1
47,1298.39,0.466,42,18,0.646,27,0,2,11,1,29,basic,mobile,CO,0
50,890.01,0.651,5,0,0.623,17,1,2,7,1,34,basic,mobile,AR,0
1,11.03,0.266,3,9,0.937,6,0,0,5,1,32,pro,desktop,AR,0
39,543.52,0.74,39,14,0.765,18,0,3,0,0,35,pro,mobile,PE,0
6,79.14,0.409,21,10,0.523,26,2,0,1,0,13,pro,mobile,PE,1
17,175.99,0.674,47,17,0.629,11,0,2,2,0,30,free,mobile,CL,1
49,909.88,0.496,17,17,0.933,14,1,3,2,0,43,pro,desktop,MX,0
15,159.49,0.547,21,6,0.807,18,2,2,8,2,33,basic,mobile,AR,1
47,231.14,0.449,13,16,0.562,25,0,4,8,1,18,basic,mobile,CO,0
27,424.49,0.568,15,4,0.66,16,0,1,4,0,28,pro,mobile,CL,0
13,93.38,0.978,42,4,0.665,28,1,2,11,0,41,pro,desktop,AR,1
20,269.74,0.877,28,19,0.619,22,1,3,4,0,29,pro,mobile,CL,0
31,388.91,0.671,39,0,0.443,12,1,1,5,1,35,free,mobile,CL,0
45,574.77,0.595,4,7,0.598,14,0,1,6,2,40,free,desktop,UY,1
36,1080.21,0.769,32,12,0.908,20,0,1,6,1,16,pro,desktop,PE,0
55,1008.62,0.826,27,8,0.643,2,0,1,2,0,15,pro,desktop,AR,0
52,1012.56,0.434,54,16,0.685,6,0,4,3,1,15,free,mobile,AR,0
45,330.37,0.585,25,5,0.721,7,1,0,8,0,16,free,mobile,AR,1
36,506.74,0.236,6,11,1.0,24,1,0,10,2,30,basic,mobile,AR,1
17,327.96,0.825,41,2,0.701,24,0,2,5,1,21,free,mobile,MX,0
24,284.47,1.0,8,4,0.864,24,1,3,1,0,42,basic,desktop,CL,0
7,164.14,0.616,54,3,0.61,3,2,4,10,3,30,pro,mobile,AR,1
22,237.24,0.175,23,14,0.661,8,1,4,6,1,30,free,mobile,UY,1
55,895.5,0.722,47,4,0.702,9,0,0,5,0,42,basic,mobile,CO,0
25,362.09,0.419,39,13,0.584,0,0,2,7,0,38,basic,desktop,AR,0
6,113.92,0.467,27,6,0.669,7,1,2,9,0,1,free,mobile,CO,1
39,552.13,0.725,35,11,0.833,12,0,3,0,0,43,basic,desktop,AR,1
57,933.35,0.651,10,17,0.58,26,1,3,4,0,39,basic,mobile,MX,0
52,862.33,0.502,4,17,0.7,5,1,0,11,3,14,pro,mobile,CL,0
16,217.5,0.47,45,0,0.806,25,0,1,3,0,10,basic,desktop,AR,1
27,564.59,0.625,57,15,0.576,24,0,0,11,0,24,pro,mobile,CL,1
31,602.34,0.518,51,19,0.864,4,0,3,3,0,44,free,desktop,UY,1
14,244.56,0.378,18,13,0.711,7,0,0,5,1,27,pro,desktop,CO,0
16,246.68,0.533,21,3,0.675,13,1,1,0,0,26,basic,tablet,MX,1
14,318.91,0.668,21,13,0.399,28,0,6,8,2,9,basic,mobile,PE,0
59,978.51,0.564,42,12,0.644,23,0,2,2,0,40,free,mobile,PE,0
44,711.03,0.317,37,13,0.756,29,0,2,10,0,35,free,mobile,PE,0
50,931.41,0.798,47,8,0.962,9,0,1,1,0,2,basic,desktop,AR,1
48,1352.62,0.052,56,10,0.785,27,0,2,1,0,11,pro,mobile,AR,0
57,567.6,0.511,23,13,0.869,28,0,5,5,1,39,pro,mobile,CO,0
6,135.71,0.476,39,9,0.519,17,2,2,1,0,31,free,tablet,UY,1
52,345.33,0.63,30,15,0.681,4,0,0,3,0,18,free,mobile,MX,1
3,57.91,0.712,57,14,0.883,8,0,4,8,0,23,basic,mobile,UY,0
28,768.61,0.825,21,6,0.567,3,0,2,6,1,5,pro,desktop,MX,1
35,732.62,0.458,11,12,0.845,24,0,1,6,1,37,pro,mobile,AR,0
21,399.5,0.717,22,15,0.81,9,0,2,1,0,28,free,mobile,PE,0
8,117.1,0.639,37,9,0.741,21,1,2,8,1,23,free,mobile,PE,0
11,200.05,0.258,57,14,0.651,8,0,2,1,0,27,free,mobile,MX,1
49,807.89,0.98,49,2,0.552,29,0,0,6,1,26,basic,mobile,CO,0
19,252.4,0.312,1,7,0.966,23,1,3,9,1,19,free,desktop,AR,0
18,292.69,0.684,30,14,0.795,11,1,2,8,0,8,free,mobile,MX,0
55,1055.47,0.678,9,17,0.751,14,0,0,4,1,21,pro,mobile,CL,0
8,107.17,0.655,21,12,0.638,1,1,0,1,0,36,basic,tablet,MX,1
54,710.76,0.501,56,13,0.706,4,1,1,9,1,2,pro,desktop,MX,0
55,541.12,0.765,59,6,0.725,29,0,2,2,1,18,pro,mobile,AR,0
35,712.05,0.288,9,14,0.76,24,0,4,5,1,36,free,desktop,AR,0
9,191.45,0.587,8,7,0.81,25,1,1,2,0,26,free,mobile,AR,1
9,174.51,0.487,41,1,0.583,19,0,3,0,0,1,basic,mobile,MX,1
17,404.45,0.465,24,4,0.48,6,0,3,4,1,38,basic,desktop,CL,1
34,629.92,0.686,25,12,0.713,3,0,1,6,1,2,basic,mobile,CL,0
9,183.17,0.815,52,19,0.438,21,0,1,9,0,21,pro,mobile,CL,1
27,535.22,0.531,55,9,0.651,9,0,2,8,2,5,pro,desktop,AR,0
6,104.7,0.756,54,17,0.624,0,0,0,9,1,12,basic,mobile,CO,1
32,474.08,0.61,46,15,0.774,0,1,0,9,0,17,free,mobile,CO,1
1,31.28,0.421,58,11,0.997,16,0,3,4,1,11,free,desktop,MX,1
42,642.11,0.548,43,16,0.408,25,1,2,4,1,39,basic,mobile,AR,1
3,42.01,0.54,53,8,1.0,10,0,2,7,0,25,free,mobile,MX,0
11,226.64,0.461,32,8,0.665,29,0,2,5,0,16,pro,mobile,CL,0
10,195.11,0.686,3,14,0.752,11,0,0,3,0,13,basic,mobile,CO,0
49,468.99,0.647,48,12,0.488,21,0,1,0,0,22,free,mobile,AR,1
3,74.21,0.282,55,10,0.85,7,0,2,5,1,15,pro,desktop,CO,1
25,435.87,0.27,18,8,0.706,18,0,5,5,0,36,basic,mobile,UY,0
35,396.7,0.685,25,19,0.691,8,0,3,11,1,10,free,desktop,PE,0
30,753.98,0.437,34,1,0.409,23,0,1,9,0,31,basic,mobile,PE,0
40,870.16,0.66,39,1,0.711,13,0,2,3,1,20,basic,mobile,AR,1
48,499.81,0.756,40,9,0.827,1,0,0,1,0,11,basic,tablet,MX,0
23,659.25,0.346,23,0,0.665,7,0,1,9,1,20,free,mobile,AR,1
49,1075.69,0.318,51,6,0.876,10,1,0,5,1,5,basic,mobile,MX,1
19,340.84,0.935,48,11,0.87,13,0,1,0,0,23,basic,tablet,CO,0
59,1624.94,0.67,56,8,0.604,8,0,1,9,1,32,free,mobile,CO,1
30,568.67,0.516,34,4,0.939,17,0,0,4,1,26,free,mobile,UY,0
44,784.59,0.413,4,5,0.707,28,0,1,2,0,0,basic,mobile,UY,0
52,729.99,0.498,50,12,0.707,21,1,0,7,2,26,free,desktop,AR,0
47,1010.08,0.362,4,19,0.715,9,0,1,9,1,1,pro,mobile,PE,0
51,1063.84,0.777,11,15,0.71,20,0,0,9,0,16,free,desktop,PE,0
32,578.82,0.445,17,10,0.305,29,0,1,3,1,28,basic,desktop,CO,0
2,26.52,0.819,11,2,0.672,7,1,3,7,3,40,pro,desktop,AR,0
29,544.61,0.52,43,4,0.495,6,0,3,5,1,43,free,mobile,AR,1
10,175.81,0.391,26,8,0.944,1,1,2,10,2,23,basic,mobile,CL,1
53,529.96,0.515,13,4,0.938,25,1,3,2,0,9,free,desktop,AR,0
14,128.37,0.075,0,13,0.828,24,0,1,9,1,37,basic,desktop,AR,0
13,278.08,0.576,12,7,0.664,12,0,3,4,0,16,pro,mobile,AR,0
14,42.0,0.566,41,16,0.549,26,0,1,7,0,25,pro,mobile,MX,1
38,730.83,0.765,47,5,0.601,19,0,1,6,2,8,basic,desktop,MX,1
34,514.47,0.223,17,9,0.991,29,0,3,4,1,16,pro,desktop,AR,0
56,1447.57,0.832,4,14,0.596,27,0,3,2,0,21,pro,desktop,PE,0
24,360.94,0.764,33,4,0.347,28,0,0,4,0,33,free,desktop,AR,0
16,351.31,0.85,46,15,0.855,11,0,0,7,1,40,pro,mobile,AR,0
2,31.24,0.589,4,11,0.925,19,0,4,7,0,7,free,desktop,CL,1
0,0.0,0.803,47,12,0.949,5,0,2,7,1,25,pro,desktop,MX,1
22,493.26,0.306,10,9,0.856,26,1,1,7,0,43,pro,mobile,AR,0
55,837.36,0.743,15,18,0.88,9,1,0,0,0,0,basic,mobile,CO,0
31,743.36,0.446,37,15,0.708,13,0,0,4,0,25,basic,mobile,AR,0
53,638.0,0.27,3,3,0.389,17,0,4,3,0,34,pro,mobile,AR,1
6,118.61,0.375,18,11,0.704,23,0,1,4,0,4,free,desktop,CL,1
5,117.68,0.601,8,18,0.793,21,0,3,4,0,30,basic,mobile,AR,0
50,1098.01,0.435,12,5,0.68,28,0,0,2,0,18,basic,desktop,UY,0
6,176.99,0.675,46,10,0.673,21,0,2,11,3,27,basic,mobile,MX,1
3,40.26,0.238,13,15,0.555,23,0,2,0,0,32,free,mobile,AR,1
24,233.4,0.175,2,5,0.55,17,0,1,7,1,6,free,mobile,CO,1
55,661.87,0.874,12,10,0.976,12,0,1,5,1,3,pro,mobile,CO,0
41,900.47,0.781,5,11,0.981,27,0,1,8,1,14,pro,desktop,CL,0
5,104.94,0.39,37,3,0.7,11,1,2,9,4,11,pro,mobile,UY,1
50,930.68,0.599,58,3,0.742,18,0,3,7,1,12,basic,desktop,CL,0
50,563.11,0.804,10,11,0.553,8,0,1,9,2,41,basic,tablet,AR,0
48,1084.86,0.684,43,3,0.796,14,0,1,3,1,30,basic,mobile,CO,0
54,575.2,0.63,21,18,0.964,11,1,3,11,1,16,basic,mobile,PE,1
14,349.35,0.819,4,10,0.471,7,1,1,1,0,27,pro,desktop,AR,1
58,2038.39,0.454,41,14,0.77,24,0,3,8,1,7,free,mobile,AR,0
19,383.78,0.606,12,7,0.781,23,0,0,1,0,8,pro,mobile,MX,0
48,1031.94,0.596,30,5,0.779,21,0,2,2,0,4,pro,desktop,CO,0
34,511.46,0.545,30,9,0.946,2,0,3,9,1,19,basic,mobile,AR,1
46,328.38,0.522,35,14,1.0,7,0,2,8,0,27,pro,desktop,UY,0
37,532.2,0.615,8,7,0.665,6,2,1,7,2,22,pro,mobile,AR,0
38,434.82,0.607,15,5,0.801,21,0,5,9,2,25,free,desktop,CO,1
36,335.45,0.39,44,2,0.713,26,0,3,3,0,7,free,desktop,PE,1
46,1303.37,0.76,55,10,0.605,11,0,0,7,1,29,basic,mobile,AR,1
44,864.04,0.405,0,13,0.741,9,0,4,2,0,24,pro,mobile,CL,0
8,162.23,0.556,24,10,0.801,16,0,2,5,1,43,free,mobile,AR,1
49,791.15,0.541,52,5,0.733,29,0,3,4,1,11,basic,mobile,MX,0
32,542.81,0.672,17,4,0.568,11,0,1,7,1,2,basic,desktop,MX,1
19,451.96,0.176,26,7,0.63,8,0,0,0,0,20,basic,desktop,CO,0
30,534.18,0.778,54,6,0.632,15,0,0,0,0,8,free,desktop,CL,1
58,1228.68,0.465,58,4,0.574,27,0,2,0,0,7,free,desktop,AR,0
51,858.02,0.844,39,18,0.747,21,0,2,3,1,10,pro,mobile,AR,0
50,797.35,0.504,41,6,0.763,15,1,2,6,1,30,free,mobile,AR,1
27,258.08,0.59,36,5,0.847,21,0,1,1,0,19,basic,desktop,MX,0
47,288.27,0.983,17,12,0.571,0,1,2,11,1,39,basic,mobile,PE,1
23,377.9,0.545,53,16,0.613,22,4,2,4,1,5,pro,mobile,CO,1
41,751.9,0.848,2,9,0.933,2,0,1,3,0,41,pro,mobile,AR,0
38,390.76,0.608,3,13,0.675,11,2,0,10,0,18,pro,mobile,UY,0
14,249.1,0.683,36,1,0.705,10,0,0,2,0,24,basic,desktop,AR,1
15,274.84,0.614,50,10,0.674,20,0,1,2,1,36,free,mobile,UY,1
3,15.19,0.77,48,1,0.87,7,1,0,4,0,22,free,desktop,AR,1
8,100.07,0.463,40,2,0.876,7,0,4,0,0,7,basic,tablet,AR,1
26,531.53,0.403,22,11,0.867,26,0,2,8,1,10,free,desktop,PE,1
28,569.03,0.472,21,4,0.704,14,0,2,9,1,41,free,desktop,CL,1
9,99.7,0.62,25,0,0.569,22,1,0,4,0,3,free,desktop,PE,1
25,473.77,0.556,15,3,0.989,17,0,0,10,2,41,basic,mobile,CO,0
36,868.84,0.742,25,15,0.828,18,0,2,0,0,30,basic,desktop,AR,0
13,294.61,0.861,6,11,0.632,20,1,0,6,1,23,pro,desktop,AR,0
20,348.57,0.405,19,7,0.914,20,0,2,8,1,14,basic,tablet,CL,0
22,334.23,0.453,56,19,0.62,27,0,0,4,0,38,free,mobile,MX,1
30,426.72,0.313,42,7,0.912,23,1,1,11,2,1,basic,mobile,CL,0
21,436.95,1.0,8,17,0.922,9,0,1,5,0,32,basic,desktop,AR,0
44,843.51,0.661,17,6,0.562,5,0,5,11,1,9,pro,desktop,AR,0
19,413.75,0.696,15,0,0.787,25,1,4,7,1,16,basic,mobile,CL,0
26,488.57,0.332,16,2,0.817,11,0,2,2,0,2,free,mobile,AR,0
22,504.08,0.6,41,5,1.0,9,2,2,9,1,25,basic,mobile,CL,0
10,185.68,0.702,53,3,0.589,3,1,4,0,0,6,basic,desktop,AR,1
41,931.03,0.549,42,3,0.915,16,0,2,2,0,5,basic,desktop,PE,0
14,325.15,0.815,29,7,0.703,15,0,1,9,2,14,free,desktop,MX,1
17,223.94,1.0,9,19,0.514,24,0,0,10,2,22,basic,desktop,AR,0
47,336.1,0.411,8,4,0.682,22,0,3,4,1,42,free,mobile,CO,1
56,1526.61,0.396,48,4,0.7,21,0,3,7,3,37,pro,mobile,CL,0
40,781.6,0.424,40,19,0.541,16,1,0,8,1,18,free,mobile,CL,1
54,416.51,0.921,30,4,0.747,25,1,2,8,1,26,free,mobile,AR,0
51,699.57,0.808,34,16,0.844,29,0,1,10,2,34,basic,desktop,AR,1
28,633.67,0.573,50,12,0.736,24,0,5,1,0,17,basic,desktop,PE,1
46,750.81,0.607,48,18,0.619,10,0,0,2,0,34,free,mobile,AR,1
19,283.62,0.437,5,11,0.678,8,0,2,11,2,29,pro,mobile,MX,0
27,712.94,0.778,23,11,0.699,0,0,1,6,3,31,basic,tablet,AR,0
32,374.92,0.524,2,4,0.733,29,0,3,6,1,43,pro,mobile,CL,0
57,753.03,0.548,23,11,0.866,21,0,0,4,1,16,free,mobile,MX,0
50,963.42,0.722,38,13,0.741,28,0,0,4,1,3,basic,desktop,AR,0
29,589.94,0.562,12,19,0.49,23,0,1,2,1,24,basic,desktop,AR,1
39,818.14,0.553,9,1,0.616,12,0,5,4,1,14,basic,mobile,CL,0
12,281.61,0.602,29,3,0.725,4,0,0,0,0,2,free,mobile,CL,0
48,921.19,0.759,31,0,0.869,1,0,1,3,0,7,free,mobile,PE,0
33,690.9,0.929,42,15,0.895,23,0,2,11,2,24,pro,mobile,MX,0
31,509.79,0.717,0,1,0.966,9,0,1,1,0,43,pro,mobile,PE,0
45,826.93,0.761,14,18,0.72,11,1,1,8,0,15,free,mobile,PE,0
37,689.87,0.56,46,7,0.814,25,0,4,0,0,24,free,mobile,AR,0
4,77.16,0.458,40,5,0.482,14,0,0,8,2,7,free,mobile,PE,1
17,384.8,0.731,53,19,0.764,28,0,0,3,1,5,basic,desktop,UY,0
10,213.31,0.634,48,14,0.539,16,0,0,8,0,35,free,mobile,CL,1
44,803.67,0.315,50,10,0.691,24,0,0,5,2,27,pro,mobile,MX,1
2,26.29,0.534,30,17,1.0,3,0,2,9,0,8,free,mobile,AR,0
